weeks,Country,City,account_manager_name,business_segment,spend_objective,brand_name,provider_id,vendor_id,vendor_name,bolt_spend,provider_spend
2026-W09,AZ,Baku,Shahana Aghayava,SMB,sp_reactivation,QUTAB N1,82683,55645,Qutab N1,3.41,3.41
2026-W09,AZ,Baku,Shahana Aghayava,SMB,sp_engagement,QUTAB N1,82683,55645,Qutab N1,11.2,39.63
2026-W09,AZ,Baku,Aliya Khudaverdiyeva,Enterprise,provider_campaign_obligations_commitments,MCDONALD'S,187991,140036,MCDONALD'S Baku,27.08,0.0
2026-W09,AZ,Baku,Lala Gulu-Zada,Enterprise,sp_reactivation,BORANI,73965,16047,Borani,28.46,28.46
2026-W09,AZ,Baku,Lala Gulu-Zada,Mid-market,provider_campaign_manual_churn_prevention,CUPPA COFFEE,39240,27210,Cuppa Coffee,0.0,14.36
2026-W09,AZ,Baku,Shahana Aghayava,SMB,liquidity,BEEF TANTUNI AZADLIQ,163775,122421,BEEF TANTUNI AZADLIQ Baku,9.78,0.0
2026-W09,AZ,Baku,Asmar Mirzəyeva,Mid-market,provider_campaign_portal,KONG SUSHI,26679,18967,Kong Sushi,0.0,99.92
2026-W09,AZ,Baku,Lala Gulu-Zada,Enterprise,sp_engagement,BORANI,73965,16047,Borani,84.97,296.58
2026-W09,AZ,Baku,Asmar Mirzəyeva,Mid-market,provider_campaign_ELC_merchant,HAZZ GROUP,188414,84672,HAZZ GROUP Baku,6.54,0.0
2026-W09,AZ,Baku,Aliya Khudaverdiyeva,Enterprise,activation,KFC,91133,27669,KFC,20.71,6.79
2026-W09,AZ,Baku,Aliya Khudaverdiyeva,Enterprise,engagement,MCDONALD'S,187991,140036,MCDONALD'S Baku,2.32,0.0
2026-W09,AZ,Baku,Aliya Khudaverdiyeva,Enterprise,reactivation,MCDONALD'S,187991,140036,MCDONALD'S Baku,18.9,0.0
2026-W09,AZ,Nakhchivan,Elmir Guliyev,Mid-market,sp_activation,ISI FOOD,143662,106693,Isi Food,9.65,9.65
2026-W09,AZ,Nakhchivan,Elmir Guliyev,Mid-market,sp_engagement,ISI FOOD,143662,106693,Isi Food,13.75,52.52
